Time,BBB CPU [degC],RPi CPU [degC]
2018/06/20-20:18:17 (+0000),38.812,47.236
2018/06/20-20:18:18 (+0000),38.75,46.698
2018/06/20-20:18:18 (+0000),38.75,47.236
2018/06/20-20:18:19 (+0000),38.75,47.236
2018/06/20-20:18:20 (+0000),38.75,47.236
2018/06/20-20:18:21 (+0000),38.75,46.16
2018/06/20-20:18:22 (+0000),38.75,46.16
2018/06/20-20:18:23 (+0000),38.687,46.698
2018/06/20-20:18:24 (+0000),38.687,46.16
2018/06/20-20:18:25 (+0000),38.687,46.698
2018/06/20-20:18:25 (+0000),38.687,46.698
2018/06/20-20:18:26 (+0000),38.687,46.698
2018/06/20-20:18:27 (+0000),38.687,46.16
2018/06/20-20:18:28 (+0000),38.687,46.16
2018/06/20-20:18:29 (+0000),38.687,46.698
2018/06/20-20:18:30 (+0000),38.625,46.16
2018/06/20-20:18:31 (+0000),38.625,46.698
2018/06/20-20:18:32 (+0000),38.625,46.698
2018/06/20-20:18:33 (+0000),38.625,46.698
2018/06/20-20:18:33 (+0000),38.625,46.16
2018/06/20-20:18:34 (+0000),38.625,46.16
2018/06/20-20:18:35 (+0000),38.625,46.16
2018/06/20-20:18:36 (+0000),38.625,46.16
2018/06/20-20:18:37 (+0000),38.562,46.16
2018/06/20-20:18:38 (+0000),38.562,46.698
2018/06/20-20:18:39 (+0000),38.562,47.236
2018/06/20-20:18:40 (+0000),38.562,47.236
2018/06/20-20:18:41 (+0000),38.562,47.236
2018/06/20-20:18:41 (+0000),38.5,46.698
2018/06/20-20:18:42 (+0000),38.5,46.16
2018/06/20-20:18:43 (+0000),38.5,46.16
2018/06/20-20:18:44 (+0000),38.5,46.698
2018/06/20-20:18:45 (+0000),38.5,46.16
2018/06/20-20:18:46 (+0000),38.5,46.16
2018/06/20-20:18:47 (+0000),38.5,46.16
2018/06/20-20:18:48 (+0000),38.5,46.698
2018/06/20-20:18:49 (+0000),38.5,46.16
2018/06/20-20:18:49 (+0000),38.5,46.16
2018/06/20-20:18:50 (+0000),38.5,46.698
2018/06/20-20:18:51 (+0000),38.437,46.698
2018/06/20-20:18:52 (+0000),38.437,46.16
2018/06/20-20:18:53 (+0000),38.437,46.698
2018/06/20-20:18:54 (+0000),38.437,46.16
2018/06/20-20:18:55 (+0000),38.437,47.236
2018/06/20-20:18:56 (+0000),38.437,47.236
2018/06/20-20:18:56 (+0000),38.437,46.698
2018/06/20-20:18:57 (+0000),38.437,47.236
2018/06/20-20:18:58 (+0000),38.437,47.236
2018/06/20-20:18:59 (+0000),38.437,47.236
2018/06/20-20:19:00 (+0000),38.437,47.236
2018/06/20-20:19:01 (+0000),38.437,47.236
2018/06/20-20:19:02 (+0000),38.437,47.236
2018/06/20-20:19:03 (+0000),38.437,46.698
2018/06/20-20:19:03 (+0000),38.437,46.16
2018/06/20-20:19:04 (+0000),38.437,47.236
2018/06/20-20:19:05 (+0000),38.437,47.236
2018/06/20-20:19:06 (+0000),38.375,47.236
2018/06/20-20:19:07 (+0000),38.375,46.16
2018/06/20-20:19:08 (+0000),38.375,47.236
2018/06/20-20:19:09 (+0000),38.375,46.16
2018/06/20-20:19:10 (+0000),38.375,47.236
2018/06/20-20:19:11 (+0000),38.375,47.236
2018/06/20-20:19:11 (+0000),38.375,47.236
2018/06/20-20:19:12 (+0000),38.375,47.236
2018/06/20-20:19:13 (+0000),38.375,47.236
2018/06/20-20:19:14 (+0000),38.375,47.236
2018/06/20-20:19:15 (+0000),38.312,46.698
2018/06/20-20:19:16 (+0000),38.375,47.236
2018/06/20-20:19:17 (+0000),38.312,46.698
2018/06/20-20:19:18 (+0000),38.312,47.236
2018/06/20-20:19:18 (+0000),38.312,46.698
2018/06/20-20:19:19 (+0000),38.312,46.698
2018/06/20-20:19:20 (+0000),38.312,46.698
2018/06/20-20:19:21 (+0000),38.312,46.16
2018/06/20-20:19:22 (+0000),38.312,46.16
2018/06/20-20:19:23 (+0000),38.312,46.698
2018/06/20-20:19:24 (+0000),38.312,46.698
2018/06/20-20:19:25 (+0000),38.25,47.236
2018/06/20-20:19:26 (+0000),38.25,46.16
2018/06/20-20:19:26 (+0000),38.25,46.16
2018/06/20-20:19:27 (+0000),38.25,46.698
2018/06/20-20:19:28 (+0000),38.25,47.236
2018/06/20-20:19:29 (+0000),38.25,46.698
2018/06/20-20:19:30 (+0000),38.25,46.698
2018/06/20-20:19:32 (+0000),38.187,46.16
2018/06/20-20:19:33 (+0000),38.187,46.16
2018/06/20-20:19:33 (+0000),38.187,46.698
2018/06/20-20:19:34 (+0000),38.25,47.236
2018/06/20-20:19:35 (+0000),38.187,47.236
2018/06/20-20:19:36 (+0000),38.187,47.236
2018/06/20-20:19:37 (+0000),38.187,46.698
2018/06/20-20:19:38 (+0000),38.187,47.236
2018/06/20-20:19:39 (+0000),38.187,46.16
2018/06/20-20:19:40 (+0000),38.187,46.16
2018/06/20-20:19:41 (+0000),38.187,46.698
2018/06/20-20:19:41 (+0000),38.187,46.698
2018/06/20-20:19:42 (+0000),38.187,47.236
2018/06/20-20:19:43 (+0000),38.187,46.698
2018/06/20-20:19:44 (+0000),38.187,46.698
2018/06/20-20:19:45 (+0000),38.187,47.236
2018/06/20-20:19:46 (+0000),38.187,46.16
2018/06/20-20:19:47 (+0000),38.187,47.236
2018/06/20-20:19:48 (+0000),38.187,46.698
2018/06/20-20:19:48 (+0000),38.187,46.16
2018/06/20-20:19:49 (+0000),38.187,46.16
2018/06/20-20:19:50 (+0000),38.187,46.698
2018/06/20-20:19:51 (+0000),38.187,46.698
2018/06/20-20:19:52 (+0000),38.187,46.16
2018/06/20-20:19:53 (+0000),38.187,47.236
2018/06/20-20:19:54 (+0000),38.187,46.16
2018/06/20-20:19:55 (+0000),38.187,46.16
2018/06/20-20:19:55 (+0000),38.187,46.698
2018/06/20-20:19:56 (+0000),38.187,47.236
2018/06/20-20:19:57 (+0000),38.187,46.698
2018/06/20-20:19:58 (+0000),38.187,47.236
2018/06/20-20:20:00 (+0000),38.187,46.16
2018/06/20-20:20:01 (+0000),38.187,47.236
2018/06/20-20:20:02 (+0000),38.187,47.236
2018/06/20-20:20:03 (+0000),38.187,46.698
2018/06/20-20:20:03 (+0000),38.187,47.236
2018/06/20-20:20:04 (+0000),38.187,46.16
2018/06/20-20:20:05 (+0000),38.187,46.16
2018/06/20-20:20:06 (+0000),38.187,46.698
2018/06/20-20:20:07 (+0000),38.187,46.698
2018/06/20-20:20:08 (+0000),38.187,47.236
2018/06/20-20:20:09 (+0000),38.187,47.236
2018/06/20-20:20:10 (+0000),38.187,46.16
2018/06/20-20:20:11 (+0000),38.187,47.236
2018/06/20-20:20:12 (+0000),38.125,47.236
2018/06/20-20:20:13 (+0000),38.125,47.236
2018/06/20-20:20:14 (+0000),38.125,46.16
2018/06/20-20:20:15 (+0000),38.125,47.236
2018/06/20-20:20:16 (+0000),38.125,46.698
2018/06/20-20:20:17 (+0000),38.125,47.236
2018/06/20-20:20:17 (+0000),38.125,47.236
2018/06/20-20:20:18 (+0000),38.125,46.698
2018/06/20-20:20:19 (+0000),38.125,47.236
2018/06/20-20:20:20 (+0000),38.125,46.698
2018/06/20-20:20:21 (+0000),38.125,46.16
2018/06/20-20:20:22 (+0000),38.125,47.236
2018/06/20-20:20:23 (+0000),38.125,47.236
2018/06/20-20:20:24 (+0000),38.125,46.698
2018/06/20-20:20:25 (+0000),38.062,46.698
2018/06/20-20:20:25 (+0000),38.062,46.698
2018/06/20-20:20:26 (+0000),38.062,46.698
2018/06/20-20:20:27 (+0000),38.062,46.698
2018/06/20-20:20:28 (+0000),38.062,46.16
2018/06/20-20:20:30 (+0000),38.062,47.236
2018/06/20-20:20:31 (+0000),38.062,46.16
2018/06/20-20:20:32 (+0000),38.062,46.698
2018/06/20-20:20:32 (+0000),38.062,47.236
2018/06/20-20:20:33 (+0000),38.062,47.236
2018/06/20-20:20:34 (+0000),38.062,47.236
2018/06/20-20:20:35 (+0000),38.062,47.236
2018/06/20-20:20:36 (+0000),38.062,47.236
2018/06/20-20:20:37 (+0000),38.062,46.698
2018/06/20-20:20:38 (+0000),38.062,46.698
2018/06/20-20:20:39 (+0000),38.062,47.236
2018/06/20-20:20:39 (+0000),38.062,47.236
2018/06/20-20:20:40 (+0000),38.062,47.236
2018/06/20-20:20:41 (+0000),38.062,47.236
2018/06/20-20:20:42 (+0000),38.062,46.698
2018/06/20-20:20:43 (+0000),38.062,46.16
2018/06/20-20:20:44 (+0000),38.062,46.16
2018/06/20-20:20:45 (+0000),38.062,47.236
2018/06/20-20:20:46 (+0000),38.062,46.698
2018/06/20-20:20:47 (+0000),38.062,47.236
2018/06/20-20:20:47 (+0000),38.062,47.236
2018/06/20-20:20:48 (+0000),38.062,47.236
2018/06/20-20:20:49 (+0000),38.062,46.698
2018/06/20-20:20:50 (+0000),38.062,46.698
2018/06/20-20:20:51 (+0000),38.062,46.698
2018/06/20-20:20:52 (+0000),38.062,46.698
2018/06/20-20:20:53 (+0000),38.062,46.16
2018/06/20-20:20:54 (+0000),38.062,47.236
2018/06/20-20:20:55 (+0000),38.062,47.236
2018/06/20-20:20:55 (+0000),38.062,46.698
2018/06/20-20:20:56 (+0000),38.062,47.236
2018/06/20-20:20:57 (+0000),38.062,47.236
2018/06/20-20:20:58 (+0000),38.062,46.16
2018/06/20-20:20:59 (+0000),38.062,47.236
2018/06/20-20:21:00 (+0000),38.062,47.236
2018/06/20-20:21:01 (+0000),38.062,47.236
2018/06/20-20:21:02 (+0000),38.062,47.236
2018/06/20-20:21:02 (+0000),38.062,47.236
2018/06/20-20:21:03 (+0000),38.062,46.698
2018/06/20-20:21:04 (+0000),38.062,46.698
2018/06/20-20:21:05 (+0000),38.062,47.236
2018/06/20-20:21:06 (+0000),38.062,47.236
2018/06/20-20:21:07 (+0000),38.062,47.236
2018/06/20-20:21:08 (+0000),38.062,47.236
2018/06/20-20:21:09 (+0000),38.062,47.236
2018/06/20-20:21:09 (+0000),38.062,47.236
2018/06/20-20:21:10 (+0000),38.062,47.236
2018/06/20-20:21:11 (+0000),38.062,47.236
2018/06/20-20:21:12 (+0000),38.062,47.236
2018/06/20-20:21:13 (+0000),38.062,47.236
2018/06/20-20:21:14 (+0000),38.062,47.236
2018/06/20-20:21:15 (+0000),38.062,47.236
2018/06/20-20:21:16 (+0000),38.062,47.236
2018/06/20-20:21:17 (+0000),38.062,47.236
2018/06/20-20:21:17 (+0000),38.062,47.236
2018/06/20-20:21:18 (+0000),38.125,47.236
2018/06/20-20:21:19 (+0000),38.125,46.16
2018/06/20-20:21:20 (+0000),38.062,47.236
2018/06/20-20:21:21 (+0000),38.125,47.236
2018/06/20-20:21:22 (+0000),38.062,46.698
2018/06/20-20:21:23 (+0000),38.125,47.236
2018/06/20-20:21:24 (+0000),38.125,47.236
2018/06/20-20:21:24 (+0000),38.125,47.236
2018/06/20-20:21:25 (+0000),38.125,47.236
2018/06/20-20:21:26 (+0000),38.125,47.236
2018/06/20-20:21:27 (+0000),38.125,47.774
2018/06/20-20:21:28 (+0000),38.125,47.236
2018/06/20-20:21:29 (+0000),38.125,47.236
2018/06/20-20:21:30 (+0000),38.062,47.236
2018/06/20-20:21:31 (+0000),38.062,47.236
2018/06/20-20:21:31 (+0000),38.062,47.236
2018/06/20-20:21:32 (+0000),38.062,47.236
2018/06/20-20:21:33 (+0000),38.062,47.236
2018/06/20-20:21:34 (+0000),38.062,47.236
2018/06/20-20:21:35 (+0000),38.062,47.236
2018/06/20-20:21:36 (+0000),38.062,47.236
2018/06/20-20:21:37 (+0000),38.062,47.236
2018/06/20-20:21:38 (+0000),38.062,47.236
2018/06/20-20:21:39 (+0000),38.062,47.236
2018/06/20-20:21:39 (+0000),38.062,47.236
2018/06/20-20:21:40 (+0000),38.062,46.698
2018/06/20-20:21:41 (+0000),38.062,47.236
2018/06/20-20:21:42 (+0000),38.062,47.236
2018/06/20-20:21:43 (+0000),38.062,47.236
2018/06/20-20:21:44 (+0000),38.062,47.236
2018/06/20-20:21:45 (+0000),38.062,47.236
2018/06/20-20:21:46 (+0000),38.062,47.236
2018/06/20-20:21:46 (+0000),38.062,47.236
2018/06/20-20:21:47 (+0000),38.062,47.236
2018/06/20-20:21:48 (+0000),38.125,46.16
2018/06/20-20:21:49 (+0000),38.125,47.236
2018/06/20-20:21:50 (+0000),38.125,47.774
2018/06/20-20:21:51 (+0000),38.125,47.236
2018/06/20-20:21:52 (+0000),38.125,47.236
2018/06/20-20:21:53 (+0000),38.125,46.698
2018/06/20-20:21:53 (+0000),38.125,47.236
2018/06/20-20:21:54 (+0000),38.125,47.236
2018/06/20-20:21:55 (+0000),38.125,47.236
2018/06/20-20:21:56 (+0000),38.125,47.236
2018/06/20-20:21:57 (+0000),38.125,47.236
2018/06/20-20:21:58 (+0000),38.125,47.236
2018/06/20-20:21:59 (+0000),38.125,47.236
2018/06/20-20:22:00 (+0000),38.125,47.774
2018/06/20-20:22:01 (+0000),38.125,47.236
2018/06/20-20:22:01 (+0000),38.125,47.236
2018/06/20-20:22:02 (+0000),38.125,47.236
2018/06/20-20:22:03 (+0000),38.125,47.236
2018/06/20-20:22:04 (+0000),38.125,47.236
2018/06/20-20:22:05 (+0000),38.125,47.236
2018/06/20-20:22:06 (+0000),38.125,47.236
2018/06/20-20:22:07 (+0000),38.125,47.236
2018/06/20-20:22:08 (+0000),38.125,47.236
2018/06/20-20:22:09 (+0000),38.125,47.236
2018/06/20-20:22:09 (+0000),38.125,47.236
2018/06/20-20:22:10 (+0000),38.125,47.236
2018/06/20-20:22:11 (+0000),38.125,47.236
2018/06/20-20:22:12 (+0000),38.125,47.236
2018/06/20-20:22:13 (+0000),38.125,47.236
2018/06/20-20:22:14 (+0000),38.125,47.236
2018/06/20-20:22:15 (+0000),38.125,48.312
2018/06/20-20:22:16 (+0000),38.125,47.236
2018/06/20-20:22:16 (+0000),38.125,46.698
2018/06/20-20:22:17 (+0000),38.125,47.774
2018/06/20-20:22:18 (+0000),38.125,47.236
2018/06/20-20:22:19 (+0000),38.125,47.236
2018/06/20-20:22:20 (+0000),38.125,47.236
2018/06/20-20:22:21 (+0000),38.125,47.236
2018/06/20-20:22:22 (+0000),38.125,47.236
2018/06/20-20:22:23 (+0000),38.125,47.236
2018/06/20-20:22:23 (+0000),38.125,47.236
2018/06/20-20:22:24 (+0000),38.125,47.774
2018/06/20-20:22:25 (+0000),38.125,47.236
2018/06/20-20:22:26 (+0000),38.125,47.236
2018/06/20-20:22:27 (+0000),38.125,47.236
2018/06/20-20:22:28 (+0000),38.125,47.774
2018/06/20-20:22:29 (+0000),38.125,47.774
2018/06/20-20:22:30 (+0000),38.125,47.236
2018/06/20-20:22:31 (+0000),38.125,47.774
2018/06/20-20:22:31 (+0000),38.125,47.236
2018/06/20-20:22:32 (+0000),38.125,47.236
2018/06/20-20:22:33 (+0000),38.125,47.236
2018/06/20-20:22:34 (+0000),38.125,47.236
2018/06/20-20:22:35 (+0000),38.125,47.774
2018/06/20-20:22:36 (+0000),38.125,47.236
2018/06/20-20:22:37 (+0000),38.062,47.236
2018/06/20-20:22:38 (+0000),38.125,47.774
2018/06/20-20:22:38 (+0000),38.062,47.236
2018/06/20-20:22:39 (+0000),38.125,47.236
2018/06/20-20:22:40 (+0000),38.062,47.236
2018/06/20-20:22:41 (+0000),38.062,47.774
2018/06/20-20:22:42 (+0000),38.062,47.236
2018/06/20-20:22:43 (+0000),38.125,47.774
2018/06/20-20:22:44 (+0000),38.125,47.236
2018/06/20-20:22:45 (+0000),38.125,47.236
2018/06/20-20:22:45 (+0000),38.062,47.774
2018/06/20-20:22:46 (+0000),38,47.774
2018/06/20-20:22:47 (+0000),38,47.236
2018/06/20-20:22:48 (+0000),38,47.774
2018/06/20-20:22:49 (+0000),37.937,47.236
2018/06/20-20:22:50 (+0000),37.937,47.236
2018/06/20-20:22:51 (+0000),37.875,47.774
2018/06/20-20:22:52 (+0000),37.875,47.236
2018/06/20-20:22:53 (+0000),37.875,48.312
2018/06/20-20:22:53 (+0000),37.812,47.236
